120000, 5, 1.918801e+06
300000, 5, 1.912494e+06
600000, 5, 1.908755e+06
900000, 5, 1.907447e+06
1200000, 5, 1.906948e+06
1500000, 5, 1.906580e+06
1800000, 5, 1.906445e+06
2100000, 5, 1.906344e+06
2400000, 5, 1.906291e+06
2700000, 5, 1.906243e+06
